image_path,true_label,anomaly_score,predicted_label
data/raw/pipe_clip/pipe_clip/test/good/0000.png,0,41.593903,1
data/raw/pipe_clip/pipe_clip/test/good/0001.png,0,39.977764,0
data/raw/pipe_clip/pipe_clip/test/good/0002.png,0,40.475811,1
data/raw/pipe_clip/pipe_clip/test/good/0003.png,0,41.072723,1
data/raw/pipe_clip/pipe_clip/test/good/0004.png,0,40.984051,1
data/raw/pipe_clip/pipe_clip/test/good/0005.png,0,41.265789,1
data/raw/pipe_clip/pipe_clip/test/good/0006.png,0,41.854286,1
data/raw/pipe_clip/pipe_clip/test/good/0007.png,0,41.327236,1
data/raw/pipe_clip/pipe_clip/test/good/0008.png,0,42.033413,1
data/raw/pipe_clip/pipe_clip/test/good/0009.png,0,39.803539,0
data/raw/pipe_clip/pipe_clip/test/good/0010.png,0,42.771328,1
data/raw/pipe_clip/pipe_clip/test/good/0011.png,0,39.703255,0
data/raw/pipe_clip/pipe_clip/test/good/0012.png,0,41.500118,1
data/raw/pipe_clip/pipe_clip/test/good/0013.png,0,40.751419,1
data/raw/pipe_clip/pipe_clip/test/good/0014.png,0,40.373016,1
data/raw/pipe_clip/pipe_clip/test/good/0015.png,0,40.21133,0
data/raw/pipe_clip/pipe_clip/test/good/0016.png,0,41.684261,1
data/raw/pipe_clip/pipe_clip/test/good/0017.png,0,39.7015,0
data/raw/pipe_clip/pipe_clip/test/good/0018.png,0,39.700008,0
data/raw/pipe_clip/pipe_clip/test/good/0019.png,0,41.906544,1
data/raw/pipe_clip/pipe_clip/test/good/0020.png,0,40.408833,1
data/raw/pipe_clip/pipe_clip/test/good/0021.png,0,41.129585,1
data/raw/pipe_clip/pipe_clip/test/good/0022.png,0,41.531277,1
data/raw/pipe_clip/pipe_clip/test/good/0023.png,0,39.885143,0
data/raw/pipe_clip/pipe_clip/test/good/0024.png,0,40.694664,1
data/raw/pipe_clip/pipe_clip/test/good/0025.png,0,39.846027,0
data/raw/pipe_clip/pipe_clip/test/good/0026.png,0,41.599819,1
data/raw/pipe_clip/pipe_clip/test/good/0027.png,0,41.018494,1
data/raw/pipe_clip/pipe_clip/test/good/0028.png,0,41.114559,1
data/raw/pipe_clip/pipe_clip/test/good/0029.png,0,40.575855,1
data/raw/pipe_clip/pipe_clip/test/good/0030.png,0,41.119259,1
data/raw/pipe_clip/pipe_clip/test/good/0031.png,0,40.188892,0
data/raw/pipe_clip/pipe_clip/test/good/0032.png,0,41.158844,1
data/raw/pipe_clip/pipe_clip/test/good/0033.png,0,39.641373,0
data/raw/pipe_clip/pipe_clip/test/good/0034.png,0,41.479557,1
data/raw/pipe_clip/pipe_clip/test/good/0035.png,0,39.742268,0
data/raw/pipe_clip/pipe_clip/test/good/0036.png,0,40.226257,0
data/raw/pipe_clip/pipe_clip/test/good/0037.png,0,40.712006,1
data/raw/pipe_clip/pipe_clip/test/good/0038.png,0,41.322372,1
data/raw/pipe_clip/pipe_clip/test/good/0039.png,0,39.857422,0
data/raw/pipe_clip/pipe_clip/test/good/0040.png,0,41.238605,1
data/raw/pipe_clip/pipe_clip/test/good/0041.png,0,41.671936,1
data/raw/pipe_clip/pipe_clip/test/good/0042.png,0,40.126984,0
data/raw/pipe_clip/pipe_clip/test/good/0043.png,0,39.866909,0
data/raw/pipe_clip/pipe_clip/test/good/0044.png,0,40.307396,1
data/raw/pipe_clip/pipe_clip/test/good/0045.png,0,39.944599,0
data/raw/pipe_clip/pipe_clip/test/good/0046.png,0,41.378475,1
data/raw/pipe_clip/pipe_clip/test/good/0047.png,0,40.845486,1
data/raw/pipe_clip/pipe_clip/test/good/0048.png,0,40.147701,0
data/raw/pipe_clip/pipe_clip/test/good/0049.png,0,41.826824,1
data/raw/pipe_clip/pipe_clip/test/good/0050.png,0,40.49321,1
data/raw/pipe_clip/pipe_clip/test/good/0051.png,0,39.61092,0
data/raw/pipe_clip/pipe_clip/test/good/0052.png,0,40.177013,0
data/raw/pipe_clip/pipe_clip/test/good/0053.png,0,41.024944,1
data/raw/pipe_clip/pipe_clip/test/good/0054.png,0,39.978493,0
data/raw/pipe_clip/pipe_clip/test/good/0055.png,0,39.906326,0
data/raw/pipe_clip/pipe_clip/test/good/0056.png,0,39.902264,0
data/raw/pipe_clip/pipe_clip/test/good/0057.png,0,41.270618,1
data/raw/pipe_clip/pipe_clip/test/good/0058.png,0,40.447277,1
data/raw/pipe_clip/pipe_clip/test/good/0059.png,0,40.297943,1
data/raw/pipe_clip/pipe_clip/test/good/0060.png,0,39.837074,0
data/raw/pipe_clip/pipe_clip/test/good/0061.png,0,40.761101,1
data/raw/pipe_clip/pipe_clip/test/good/0062.png,0,41.881817,1
data/raw/pipe_clip/pipe_clip/test/good/0063.png,0,39.732552,0
data/raw/pipe_clip/pipe_clip/test/good/0064.png,0,41.132576,1
data/raw/pipe_clip/pipe_clip/test/good/0065.png,0,39.858921,0
data/raw/pipe_clip/pipe_clip/test/good/0066.png,0,41.106678,1
data/raw/pipe_clip/pipe_clip/test/good/0067.png,0,39.615967,0
data/raw/pipe_clip/pipe_clip/test/good/0068.png,0,40.007626,0
data/raw/pipe_clip/pipe_clip/test/good/0069.png,0,43.188721,1
data/raw/pipe_clip/pipe_clip/test/good/0070.png,0,40.350281,1
data/raw/pipe_clip/pipe_clip/test/good/0071.png,0,41.582317,1
data/raw/pipe_clip/pipe_clip/test/good/0072.png,0,39.976925,0
data/raw/pipe_clip/pipe_clip/test/good/0073.png,0,40.204479,0
data/raw/pipe_clip/pipe_clip/test/good/0074.png,0,39.885361,0
data/raw/pipe_clip/pipe_clip/test/good/0075.png,0,41.149792,1
data/raw/pipe_clip/pipe_clip/test/good/0076.png,0,40.768398,1
data/raw/pipe_clip/pipe_clip/test/good/0077.png,0,39.879406,0
data/raw/pipe_clip/pipe_clip/test/good/0078.png,0,41.578274,1
data/raw/pipe_clip/pipe_clip/test/good/0079.png,0,41.45929,1
data/raw/pipe_clip/pipe_clip/test/good/0080.png,0,40.618576,1
data/raw/pipe_clip/pipe_clip/test/good/0081.png,0,42.061031,1
data/raw/pipe_clip/pipe_clip/test/good/0082.png,0,40.977825,1
data/raw/pipe_clip/pipe_clip/test/good/0083.png,0,42.058357,1
data/raw/pipe_clip/pipe_clip/test/good/0084.png,0,40.423729,1
data/raw/pipe_clip/pipe_clip/test/good/0085.png,0,40.078838,0
data/raw/pipe_clip/pipe_clip/test/good/0086.png,0,41.260902,1
data/raw/pipe_clip/pipe_clip/test/good/0087.png,0,40.339634,1
data/raw/pipe_clip/pipe_clip/test/good/0088.png,0,40.752048,1
data/raw/pipe_clip/pipe_clip/test/good/0089.png,0,39.639782,0
data/raw/pipe_clip/pipe_clip/test/good/0090.png,0,41.658195,1
data/raw/pipe_clip/pipe_clip/test/good/0091.png,0,41.640713,1
data/raw/pipe_clip/pipe_clip/test/good/0092.png,0,41.24229,1
data/raw/pipe_clip/pipe_clip/test/good/0093.png,0,41.038555,1
data/raw/pipe_clip/pipe_clip/test/good/0094.png,0,42.020092,1
data/raw/pipe_clip/pipe_clip/test/good/0095.png,0,42.234993,1
data/raw/pipe_clip/pipe_clip/test/good/0096.png,0,44.173046,1
data/raw/pipe_clip/pipe_clip/test/good/0097.png,0,41.095741,1
data/raw/pipe_clip/pipe_clip/test/good/0098.png,0,40.159054,0
data/raw/pipe_clip/pipe_clip/test/good/0099.png,0,39.726349,0
