image_path,true_label,anomaly_score,predicted_label
data/raw/underbody_screw/underbody_screw/test/good/0000.png,0,28.727072,0
data/raw/underbody_screw/underbody_screw/test/good/0001.png,0,28.754608,0
data/raw/underbody_screw/underbody_screw/test/good/0002.png,0,29.034906,0
data/raw/underbody_screw/underbody_screw/test/good/0003.png,0,28.773615,0
data/raw/underbody_screw/underbody_screw/test/good/0004.png,0,28.718906,0
data/raw/underbody_screw/underbody_screw/test/good/0005.png,0,28.794119,0
data/raw/underbody_screw/underbody_screw/test/good/0006.png,0,28.602177,0
data/raw/underbody_screw/underbody_screw/test/good/0007.png,0,28.82785,0
data/raw/underbody_screw/underbody_screw/test/good/0008.png,0,28.779852,0
data/raw/underbody_screw/underbody_screw/test/good/0009.png,0,28.685339,0
data/raw/underbody_screw/underbody_screw/test/good/0010.png,0,28.798731,0
data/raw/underbody_screw/underbody_screw/test/good/0011.png,0,28.773066,0
data/raw/underbody_screw/underbody_screw/test/good/0012.png,0,28.669264,0
data/raw/underbody_screw/underbody_screw/test/good/0013.png,0,28.817322,0
data/raw/underbody_screw/underbody_screw/test/good/0014.png,0,28.6577,0
data/raw/underbody_screw/underbody_screw/test/good/0015.png,0,28.878279,0
data/raw/underbody_screw/underbody_screw/test/good/0016.png,0,29.210112,0
data/raw/underbody_screw/underbody_screw/test/good/0017.png,0,28.790787,0
data/raw/underbody_screw/underbody_screw/test/good/0018.png,0,28.848499,0
data/raw/underbody_screw/underbody_screw/test/good/0019.png,0,28.832411,0
data/raw/underbody_screw/underbody_screw/test/good/0020.png,0,28.679565,0
data/raw/underbody_screw/underbody_screw/test/good/0021.png,0,28.91396,0
data/raw/underbody_screw/underbody_screw/test/good/0022.png,0,28.958517,0
data/raw/underbody_screw/underbody_screw/test/good/0023.png,0,29.033453,0
data/raw/underbody_screw/underbody_screw/test/good/0024.png,0,28.842817,0
data/raw/underbody_screw/underbody_screw/test/good/0025.png,0,29.891485,0
data/raw/underbody_screw/underbody_screw/test/good/0026.png,0,28.767431,0
data/raw/underbody_screw/underbody_screw/test/good/0027.png,0,28.923792,0
data/raw/underbody_screw/underbody_screw/test/good/0028.png,0,30.077402,0
data/raw/underbody_screw/underbody_screw/test/good/0029.png,0,29.326603,0
data/raw/underbody_screw/underbody_screw/test/good/0030.png,0,28.953094,0
data/raw/underbody_screw/underbody_screw/test/good/0031.png,0,30.309935,0
data/raw/underbody_screw/underbody_screw/test/good/0032.png,0,28.958017,0
data/raw/underbody_screw/underbody_screw/test/good/0033.png,0,29.036621,0
