image_path,true_label,anomaly_score,predicted_label
data/raw/underbody_pipes/underbody_pipes/test/good/0000.png,0,38.30093,0
data/raw/underbody_pipes/underbody_pipes/test/good/0001.png,0,40.012367,0
data/raw/underbody_pipes/underbody_pipes/test/good/0002.png,0,39.132107,0
data/raw/underbody_pipes/underbody_pipes/test/good/0003.png,0,38.482426,0
data/raw/underbody_pipes/underbody_pipes/test/good/0004.png,0,39.986591,0
data/raw/underbody_pipes/underbody_pipes/test/good/0005.png,0,37.77721,0
data/raw/underbody_pipes/underbody_pipes/test/good/0006.png,0,39.181202,0
data/raw/underbody_pipes/underbody_pipes/test/good/0007.png,0,40.341736,0
data/raw/underbody_pipes/underbody_pipes/test/good/0008.png,0,39.465786,0
data/raw/underbody_pipes/underbody_pipes/test/good/0009.png,0,39.320351,0
data/raw/underbody_pipes/underbody_pipes/test/good/0010.png,0,40.18391,0
data/raw/underbody_pipes/underbody_pipes/test/good/0011.png,0,41.793636,0
data/raw/underbody_pipes/underbody_pipes/test/good/0012.png,0,42.402081,0
data/raw/underbody_pipes/underbody_pipes/test/good/0013.png,0,39.188141,0
data/raw/underbody_pipes/underbody_pipes/test/good/0014.png,0,44.160717,1
data/raw/underbody_pipes/underbody_pipes/test/good/0015.png,0,40.005703,0
data/raw/underbody_pipes/underbody_pipes/test/good/0016.png,0,41.230526,0
data/raw/underbody_pipes/underbody_pipes/test/good/0017.png,0,39.466274,0
data/raw/underbody_pipes/underbody_pipes/test/good/0018.png,0,39.995602,0
data/raw/underbody_pipes/underbody_pipes/test/good/0019.png,0,39.803558,0
data/raw/underbody_pipes/underbody_pipes/test/good/0020.png,0,41.261379,0
data/raw/underbody_pipes/underbody_pipes/test/good/0021.png,0,38.565475,0
data/raw/underbody_pipes/underbody_pipes/test/good/0022.png,0,39.629147,0
data/raw/underbody_pipes/underbody_pipes/test/good/0023.png,0,39.887714,0
data/raw/underbody_pipes/underbody_pipes/test/good/0024.png,0,38.636715,0
data/raw/underbody_pipes/underbody_pipes/test/good/0025.png,0,39.919605,0
