image_path,true_label,anomaly_score,predicted_prob,predicted_label
data/raw/underbody_screw/underbody_screw/test/good/0000.png,0,28.602514,0.0,0
data/raw/underbody_screw/underbody_screw/test/good/0001.png,0,28.873499,0.0389,0
data/raw/underbody_screw/underbody_screw/test/good/0002.png,0,29.122076,0.0747,0
data/raw/underbody_screw/underbody_screw/test/good/0003.png,0,28.694239,0.0132,0
data/raw/underbody_screw/underbody_screw/test/good/0004.png,0,28.629486,0.0039,0
data/raw/underbody_screw/underbody_screw/test/good/0005.png,0,29.084623,0.0693,0
data/raw/underbody_screw/underbody_screw/test/good/0006.png,0,28.703876,0.0146,0
data/raw/underbody_screw/underbody_screw/test/good/0007.png,0,29.016047,0.0594,0
data/raw/underbody_screw/underbody_screw/test/good/0008.png,0,28.900314,0.0428,0
data/raw/underbody_screw/underbody_screw/test/good/0009.png,0,28.767492,0.0237,0
data/raw/underbody_screw/underbody_screw/test/good/0010.png,0,28.721205,0.0171,0
data/raw/underbody_screw/underbody_screw/test/good/0011.png,0,28.793537,0.0275,0
data/raw/underbody_screw/underbody_screw/test/good/0012.png,0,28.63484,0.0046,0
data/raw/underbody_screw/underbody_screw/test/good/0013.png,0,28.758795,0.0225,0
data/raw/underbody_screw/underbody_screw/test/good/0014.png,0,28.912092,0.0445,0
data/raw/underbody_screw/underbody_screw/test/good/0015.png,0,28.933598,0.0476,0
data/raw/underbody_screw/underbody_screw/test/good/0016.png,0,29.19319,0.0849,0
data/raw/underbody_screw/underbody_screw/test/good/0017.png,0,28.767111,0.0237,0
data/raw/underbody_screw/underbody_screw/test/good/0018.png,0,28.739679,0.0197,0
data/raw/underbody_screw/underbody_screw/test/good/0019.png,0,28.945026,0.0492,0
data/raw/underbody_screw/underbody_screw/test/good/0020.png,0,28.783384,0.026,0
data/raw/underbody_screw/underbody_screw/test/good/0021.png,0,29.275715,0.0967,0
data/raw/underbody_screw/underbody_screw/test/good/0022.png,0,28.807922,0.0295,0
data/raw/underbody_screw/underbody_screw/test/good/0023.png,0,29.072046,0.0675,0
data/raw/underbody_screw/underbody_screw/test/good/0024.png,0,28.724995,0.0176,0
data/raw/underbody_screw/underbody_screw/test/good/0025.png,0,29.864227,0.1813,0
data/raw/underbody_screw/underbody_screw/test/good/0026.png,0,28.731806,0.0186,0
data/raw/underbody_screw/underbody_screw/test/good/0027.png,0,28.736448,0.0192,0
data/raw/underbody_screw/underbody_screw/test/good/0028.png,0,30.241367,0.2355,0
data/raw/underbody_screw/underbody_screw/test/good/0029.png,0,29.325733,0.1039,0
data/raw/underbody_screw/underbody_screw/test/good/0030.png,0,28.876307,0.0393,0
data/raw/underbody_screw/underbody_screw/test/good/0031.png,0,30.183466,0.2272,0
data/raw/underbody_screw/underbody_screw/test/good/0032.png,0,28.85417,0.0362,0
data/raw/underbody_screw/underbody_screw/test/good/0033.png,0,28.915258,0.0449,0
data/raw/underbody_screw/underbody_screw/test/good/0034.png,0,28.656836,0.0078,0
data/raw/underbody_screw/underbody_screw/test/good/0035.png,0,29.978262,0.1977,0
