image_path,true_label,anomaly_score,predicted_prob,predicted_label
data/raw/underbody_pipes/underbody_pipes/test/good/0000.png,0,38.276783,0.0395,0
data/raw/underbody_pipes/underbody_pipes/test/good/0001.png,0,40.374931,0.2456,0
data/raw/underbody_pipes/underbody_pipes/test/good/0002.png,0,39.004082,0.1109,0
data/raw/underbody_pipes/underbody_pipes/test/good/0003.png,0,38.670254,0.0782,0
data/raw/underbody_pipes/underbody_pipes/test/good/0004.png,0,40.021667,0.2109,0
data/raw/underbody_pipes/underbody_pipes/test/good/0005.png,0,37.874355,0.0,0
data/raw/underbody_pipes/underbody_pipes/test/good/0006.png,0,38.871201,0.0979,0
data/raw/underbody_pipes/underbody_pipes/test/good/0007.png,0,40.825787,0.2898,0
data/raw/underbody_pipes/underbody_pipes/test/good/0008.png,0,39.692501,0.1785,0
data/raw/underbody_pipes/underbody_pipes/test/good/0009.png,0,39.485725,0.1582,0
data/raw/underbody_pipes/underbody_pipes/test/good/0010.png,0,40.128544,0.2214,0
data/raw/underbody_pipes/underbody_pipes/test/good/0011.png,0,41.630463,0.3688,0
data/raw/underbody_pipes/underbody_pipes/test/good/0012.png,0,42.326733,0.4372,0
data/raw/underbody_pipes/underbody_pipes/test/good/0013.png,0,39.592842,0.1688,0
data/raw/underbody_pipes/underbody_pipes/test/good/0014.png,0,44.540569,0.6546,1
data/raw/underbody_pipes/underbody_pipes/test/good/0015.png,0,39.92033,0.2009,0
data/raw/underbody_pipes/underbody_pipes/test/good/0016.png,0,40.960133,0.303,0
data/raw/underbody_pipes/underbody_pipes/test/good/0017.png,0,39.409767,0.1508,0
data/raw/underbody_pipes/underbody_pipes/test/good/0018.png,0,39.450005,0.1547,0
data/raw/underbody_pipes/underbody_pipes/test/good/0019.png,0,39.801094,0.1892,0
data/raw/underbody_pipes/underbody_pipes/test/good/0020.png,0,41.393795,0.3456,0
data/raw/underbody_pipes/underbody_pipes/test/good/0021.png,0,38.807285,0.0916,0
