image_path,true_label,anomaly_score,predicted_label
data/raw/pipe_staple/pipe_staple/test/good/0000.png,0,37.147755,1
data/raw/pipe_staple/pipe_staple/test/good/0001.png,0,36.156033,0
data/raw/pipe_staple/pipe_staple/test/good/0002.png,0,36.260372,0
data/raw/pipe_staple/pipe_staple/test/good/0003.png,0,38.666058,1
data/raw/pipe_staple/pipe_staple/test/good/0004.png,0,36.996643,1
data/raw/pipe_staple/pipe_staple/test/good/0005.png,0,37.845894,1
data/raw/pipe_staple/pipe_staple/test/good/0006.png,0,35.913342,0
data/raw/pipe_staple/pipe_staple/test/good/0007.png,0,36.126255,0
data/raw/pipe_staple/pipe_staple/test/good/0008.png,0,38.029522,1
data/raw/pipe_staple/pipe_staple/test/good/0009.png,0,36.923714,1
data/raw/pipe_staple/pipe_staple/test/good/0010.png,0,36.50732,1
data/raw/pipe_staple/pipe_staple/test/good/0011.png,0,36.435249,1
data/raw/pipe_staple/pipe_staple/test/good/0012.png,0,35.764721,0
data/raw/pipe_staple/pipe_staple/test/good/0013.png,0,35.828045,0
data/raw/pipe_staple/pipe_staple/test/good/0014.png,0,36.525173,1
data/raw/pipe_staple/pipe_staple/test/good/0015.png,0,36.823132,1
data/raw/pipe_staple/pipe_staple/test/good/0016.png,0,37.43581,1
data/raw/pipe_staple/pipe_staple/test/good/0017.png,0,37.822826,1
data/raw/pipe_staple/pipe_staple/test/good/0018.png,0,37.812134,1
data/raw/pipe_staple/pipe_staple/test/good/0019.png,0,36.469826,1
data/raw/pipe_staple/pipe_staple/test/good/0020.png,0,36.387348,1
data/raw/pipe_staple/pipe_staple/test/good/0021.png,0,36.336361,1
data/raw/pipe_staple/pipe_staple/test/good/0022.png,0,36.615292,1
data/raw/pipe_staple/pipe_staple/test/good/0023.png,0,37.330227,1
data/raw/pipe_staple/pipe_staple/test/good/0024.png,0,35.822109,0
data/raw/pipe_staple/pipe_staple/test/good/0025.png,0,36.934471,1
data/raw/pipe_staple/pipe_staple/test/good/0026.png,0,36.416065,1
data/raw/pipe_staple/pipe_staple/test/good/0027.png,0,37.631256,1
data/raw/pipe_staple/pipe_staple/test/good/0028.png,0,37.335835,1
